x;y
-3.460000000000033;-3.031313030988938
-3.450000000000033;-3.136245946742874
-3.4400000000000333;-3.247958855131458
-3.4300000000000335;-3.3671550657880576
-3.4200000000000337;-3.494638532538026
-3.410000000000034;-3.6313325280682647
-3.400000000000034;-3.778302636936759
-3.3900000000000343;-3.936785278627196
-3.3800000000000345;-4.108223377150033
-3.3700000000000347;-4.294311357251781
-3.360000000000035;-4.497052441959396
-3.350000000000035;-4.718832362284645
-3.3400000000000354;-4.962515238613942
-3.3300000000000356;-5.231569825159754
-3.320000000000036;-5.530237960217153
-3.310000000000036;-5.863762655461717
-3.3000000000000362;-6.238702003127338
-3.2900000000000365;-6.663369091478229
-3.2800000000000367;-7.148461172255419
-3.270000000000037;-7.70798040235798
-3.260000000000037;-8.360616999618838
-3.2500000000000373;-9.13189050152565
-3.2400000000000375;-10.057582627801647
-3.2300000000000377;-11.189472281283322
-3.220000000000038;-12.60540049852088
-3.210000000000038;-14.428028349123107
-3.2000000000000384;-16.862519983305475
-3.1900000000000386;-20.279930024906534
-3.180000000000039;-25.427352414098443
-3.170000000000039;-34.06592926553684
-3.160000000000039;-51.57501328751864
-3.1500000000000394;-100.0
-3.1400000000000396;100.0
-3.13000000000004;79.35776754490179
-3.12000000000004;44.320467283886096
-3.1100000000000403;30.740210185983432
-3.1000000000000405;23.525907654645636
-3.0900000000000407;19.05058289307222
-3.080000000000041;16.002779323284265
-3.070000000000041;13.793058292429954
-3.0600000000000414;12.117233379617314
-3.0500000000000416;10.802438047070765
-3.040000000000042;9.74316392282829
-3.030000000000042;8.871365044646822
-3.020000000000042;8.141186411353555
-3.0100000000000424;7.5205998236012706
-3.0000000000000426;6.986557647783084
-2.990000000000043;6.5220513589699065
-2.980000000000043;6.114255124903172
-2.9700000000000433;5.75331451997212
-2.9600000000000435;5.431533132127865
-2.9500000000000437;5.142812490849343
-2.940000000000044;4.882257815394097
-2.930000000000044;4.645895000011059
-2.9200000000000443;4.430463864589571
-2.9100000000000446;4.233264724411502
-2.9000000000000448;4.052042897760814
-2.890000000000045;3.884900640419244
-2.880000000000045;3.7302291975299977
-2.8700000000000454;3.5866558080038047
-2.8600000000000456;3.4530019584454053
-2.850000000000046;3.3282501958337822
-2.840000000000046;3.2115175194327206
-2.8300000000000463;3.1019623996174124
-2.8200000000000465;2.9990601372141885
-2.8100000000000467;2.902138105156527
-2.800000000000047;2.810672142995996
-2.790000000000047;2.7241975263144127
-2.7800000000000473;2.6423007720035767
-2.7700000000000475;2.564612762944336
-2.7600000000000477;2.4908029507241634
-2.750000000000048;2.420574444207391
-2.740000000000048;2.3536598299560816
-2.7300000000000484;2.289817600355304
-2.7200000000000486;2.228829088794903
-2.710000000000049;2.170495829870209
-2.700000000000049;2.1146372773904556
-2.6900000000000492;2.0610888248624044
-2.6800000000000495;2.00970008268436
-2.6700000000000497;1.9603333740317732
-2.66000000000005;1.9128624177173499
-2.65000000000005;1.8671711714587962
-2.6400000000000503;1.8231528132157055
-2.6300000000000505;1.7807088417429584
-2.6200000000000507;1.7397482803936954
-2.610000000000051;1.7006397750861144
-2.600000000000051;1.662360994847495
-2.5900000000000514;1.6253346350234077
-2.5800000000000516;1.5894931508648622
-2.570000000000052;1.554773713692733
-2.560000000000052;1.5211178049596514
-2.5500000000000522;1.4884708515077265
-2.5400000000000524;1.4567818972249937
-2.5300000000000527;1.4260033069314002
-2.520000000000053;1.3960904988621081
-2.510000000000053;1.3670017025763126
-2.5000000000000533;1.3386977395154624
-2.4900000000000535;1.311141823775924
-2.4800000000000537;1.2842993809557137
-2.470000000000054;1.2581378831900234
-2.460000000000054;1.2326266987117585
-2.4500000000000544;1.2077369544657897
-2.4400000000000546;1.183441410473575
-2.430000000000055;1.1597143447913616
-2.420000000000055;1.1365314480335191
-2.410000000000055;1.1138697265450925
-2.4000000000000554;1.0917074134064948
-2.3900000000000556;1.0700238865403027
-2.380000000000056;1.0487995932668202
-2.370000000000056;1.028015980722857
-2.3600000000000563;1.0076554316181425
-2.3500000000000565;0.9877012048568977
-2.3400000000000567;0.9681373805993184
-2.330000000000057;0.9489488093795915
-2.320000000000057;0.930121064934471
-2.3100000000000573;0.9116404004296816
-2.3000000000000576;0.8934937078011965
-2.2900000000000578;0.8756684799549921
-2.280000000000058;0.8581527755927076
-2.270000000000058;0.8409351864519977
-2.2600000000000584;0.8240048067695006
-2.2500000000000586;0.8073512047916244
-2.240000000000059;0.7909643961738205
-2.230000000000059;0.7748348191230253
-2.2200000000000593;0.7589654176193106
-2.2100000000000595;0.7433218659386539
-2.2000000000000597;0.727909301315598
-2.19000000000006;0.7127196225557446
-2.18000000000006;0.6977450495104326
-2.1700000000000603;0.6829781061888994
-2.1600000000000605;0.6684116048939858
-2.1500000000000608;0.6540386313087636
-2.140000000000061;0.639852530467285
-2.130000000000061;0.625846893547911
-2.1200000000000614;0.6120155454324918
-2.1100000000000616;0.5983525329790585
-2.100000000000062;0.5848521139596949
-2.090000000000062;0.5715087466189226
-2.0800000000000622;0.5583170798112912
-2.0700000000000625;0.5452719436799262
-2.0600000000000627;0.5323683408406131
-2.050000000000063;0.5196014380385748
-2.040000000000063;0.5069665582474638
-2.0300000000000633;0.49445917318227856
-2.0200000000000635;0.4820748961999086
-2.0100000000000637;0.46980947556285785
-2.000000000000064;0.45765878804338805
-1.990000000000064;0.4456188328468964
-1.980000000000064;0.43368572583476694
-1.970000000000064;0.42185569402828066
-1.960000000000064;0.41012507037638224
-1.950000000000064;0.39849028877124604
-1.940000000000064;0.3869478792966214
-1.9300000000000639;0.37549446369491335
-1.9200000000000639;0.3641140619177981
-1.9100000000000639;0.35282996565673885
-1.9000000000000639;0.34162514739844757
-1.8900000000000639;0.33049656066761085
-1.8800000000000638;0.3194412303675469
-1.8700000000000638;0.3084562493429964
-1.8600000000000638;0.2975387750827088
-1.8500000000000638;0.2866860265535157
-1.8400000000000638;0.2758952811580591
-1.8300000000000638;0.26516387180878254
-1.8200000000000638;0.25448918411120036
-1.8100000000000638;0.24386865364984364
-1.8000000000000638;0.2332997633706308
-1.7900000000000638;0.22278004105374058
-1.7800000000000638;0.21230705687136717
-1.7700000000000637;0.20187842102502015
-1.7600000000000637;0.1914917814572926
-1.7500000000000637;0.18114325647130797
-1.7400000000000637;0.1708340858954577
-1.7300000000000637;0.16055997663729543
-1.7200000000000637;0.15031872019718945
-1.7100000000000637;0.14010813359140736
-1.7000000000000637;0.12992605754300182
-1.6900000000000637;0.11977035471397533
-1.6800000000000637;0.10963890797541848
-1.6700000000000637;0.09952961871243263
-1.6600000000000636;0.08944040516075044
-1.6500000000000636;0.0793692007720645
-1.6400000000000636;0.06931395260515734
-1.6300000000000636;0.059272619740004646
-1.6200000000000636;0.049243171712088876
-1.6100000000000636;0.039223586964221
-1.6000000000000636;0.029211851313217824
-1.5900000000000636;0.019205956428826842
-1.5800000000000636;0.009203898322324062
-1.5700000000000636;-7.963267106696947E-4
-1.5600000000000636;-0.0107967108253155
-1.5500000000000635;-0.020799261654232036
-1.5400000000000635;-0.030805978276405206
-1.5300000000000635;-0.04081886548266258
-1.5200000000000635;-0.05083993272913719
-1.5100000000000635;-0.060871195651618894
-1.5000000000000635;-0.07091467759044177
-1.4900000000000635;-0.08097241112849667
-1.4800000000000635;-0.09104643964499565
-1.4700000000000635;-0.1011388188876638
-1.4600000000000635;-0.11125161856608609
-1.4500000000000635;-0.12138692396900189
-1.4400000000000635;-0.13154683760841024
-1.4300000000000634;-0.14173348089342963
-1.4200000000000634;-0.15194899583694554
-1.4100000000000634;-0.16219554679817905
-1.4000000000000634;-0.1724753222644182
-1.3900000000000634;-0.18279053667527453
-1.3800000000000634;-0.19314557825342427
-1.3700000000000634;-0.2035390570738372
-1.3600000000000634;-0.21397493383233565
-1.3500000000000634;-0.2244555688293143
-1.3400000000000634;-0.2349833606638689
-1.3300000000000634;-0.2455607485471302
-1.3200000000000633;-0.2561902146919603
-1.3100000000000633;-0.266874286784205
-1.3000000000000633;-0.2776155405409677
-1.2900000000000633;-0.28841660236166305
-1.2800000000000633;-0.2992801520779232
-1.2700000000000633;-0.31020892580876924
-1.2600000000000633;-0.32120571892782795
-1.2500000000000633;-0.3322805782201557
-1.2400000000000633;-0.34342179508588455
-1.2300000000000633;-0.3546398046907808
-1.2200000000000633;-0.36593767253306264
-1.2100000000000632;-0.3773185400481163
-1.2000000000000632;-0.38878562842224207
-1.1900000000000632;-0.40034224257835666
-1.1800000000000632;-0.4119917753446189
-1.1700000000000632;-0.4237377118176609
-1.1600000000000632;-0.4355836339328866
-1.1500000000000632;-0.4475332252551304
-1.1400000000000632;-0.45959027600387853
-1.1300000000000632;-0.4717586883282299
-1.1200000000000632;-0.48404248184783305
-1.1100000000000632;-0.49644579947717826
-1.1000000000000631;-0.508972913551866
-1.0900000000000631;-0.5216282322768152
-1.0800000000000631;-0.5344163065178258
-1.0700000000000631;-0.5473418369595013
-1.0600000000000631;-0.5604096816542361
-1.050000000000063;-0.5736248639888486
-1.040000000000063;-0.5869925810974578
-1.030000000000063;-0.6005182127514057
-1.020000000000063;-0.6142073307594248
-1.010000000000063;-0.6280657089138653
-1.000000000000063;-0.6420993335216371
-0.990000000000063;-0.6563144145616386
-0.980000000000063;-0.6707173975138306
-0.970000000000063;-0.6853149759088254
-0.960000000000063;-0.7001141046509197
-0.950000000000063;-0.7151220141719433
-0.940000000000063;-0.7303462254781586
-0.930000000000063;-0.7457945661577957
-0.920000000000063;-0.7614751874226618
-0.910000000000063;-0.7773827564959663
-0.900000000000063;-0.7935521251362433
-0.890000000000063;-0.8099801836693657
-0.880000000000063;-0.8266765557983596
-0.870000000000063;-0.8436512913027162
-0.8600000000000629;-0.8609148911346796
-0.8500000000000629;-0.8784783342778769
-0.8400000000000629;-0.8963531065154402
-0.8300000000000629;-0.9145512312689186
-0.8200000000000629;-0.9330853026850241
-0.8100000000000629;-0.951968521164714
-0.8000000000000629;-0.9712147315485715
-0.7900000000000629;-0.9908384641940855
-0.7800000000000629;-1.0108549792046004
-0.7700000000000629;-1.031280314096682
-0.7600000000000628;-1.052131335222816
-0.7500000000000628;-1.0734257933001616
-0.7400000000000628;-1.0951823834339829
-0.7300000000000628;-1.1174208100669634
-0.7200000000000628;-1.1401618573335148
-0.7100000000000628;-1.1634274653521706
-0.7000000000000628;-1.1872408130500596
-0.6900000000000628;-1.2116264081823345
-0.6800000000000628;-1.2366101852873945
-0.6700000000000628;-1.262219612407204
-0.6600000000000628;-1.288483807502506
-0.6500000000000627;-1.3154125241066037
-0.6400000000000627;-1.343082372633658
-0.6300000000000627;-1.371505489964728
-0.6200000000000627;-1.4007189944370133
-0.6100000000000627;-1.4307624232976361
-0.6000000000000627;-1.4616779345010091
-0.5900000000000627;-1.4935105290222035
-0.5800000000000627;-1.5263082961624692
-0.5700000000000627;-1.5601226846706129
-0.5600000000000627;-1.595008802907294
-0.5500000000000627;-1.6310257517487061
-0.5400000000000627;-1.6682369944737196
-0.5300000000000626;-1.7067107685191893
-0.5200000000000626;-1.7465205447396042
-0.5100000000000626;-1.7877455406913718
-0.5000000000000626;-1.8304712955052682
-0.4900000000000626;-1.8747903151454444
-0.4800000000000626;-1.920802798319778
-0.4700000000000626;-1.9686174550535502
-0.4600000000000626;-2.018352432027467
-0.45000000000006257;-2.070136361287891
-0.44000000000006256;-2.1241095519567526
-0.43000000000006255;-2.1804253482202385
-0.42000000000006255;-2.2392516813094505
-0.41000000000006254;-2.3007728485936934
-0.40000000000006253;-2.3651915595311706
-0.3900000000000625;-2.4327312963746386
-0.3800000000000625;-2.5036390476132615
-0.3700000000000625;-2.578188484668389
-0.3600000000000625;-2.656683668031592
-0.3500000000000625;-2.7394633887334594
-0.3400000000000625;-2.826906275946606
-0.33000000000006247;-2.9194368332362837
-0.32000000000006246;-3.0175326066002843
-0.31000000000006245;-3.121805460551481
-0.30000000000006244;-3.2327288408164434
-0.29000000000006243;-3.3510637582908362
-0.2800000000000624;-3.477604894725601
-0.2700000000000624;-3.6132646401134942
-0.2600000000000624;-3.759095729085294
-0.2500000000000624;-3.9163193100334057
-0.24000000000006239;-4.086360031508447
-0.23000000000006238;-4.270890281580689
-0.22000000000006237;-4.471886492473427
-0.21000000000006236;-4.691701532225724
-0.20000000000006235;-4.933158813844851
-0.19000000000006234;-5.199676123128983
-0.18000000000006233;-5.495479057458032
-0.17000000000006232;-5.825623469049849
-0.16000000000006231;-6.196616229530759
-0.1500000000000623;-6.616627391327922
-0.1400000000000623;-7.096161281420411
-0.1300000000000623;-7.648954299582318
-0.12000000000006229;-8.293321615723341
-0.1100000000000623;-9.05423842938922
-0.1000000000000623;-9.966669984934297
-0.09000000000006231;-11.081121596778178
-0.08000000000006231;-12.473351193570585
-0.07000000000006232;-14.262406900172808
-0.060000000000062316;-16.646702201575753
-0.050000000000062314;-19.983381303466103
-0.04000000000006231;-24.986732533575225
-0.03000000000006231;-33.32342854563742
-0.020000000000062308;-49.99348713508651
-0.010000000000062308;-99.99699694858265
-6.230779781013496E-14;-100.0
0.009999999999937692;99.99704645502744
0.019999999999937693;49.99353673258029
0.029999999999937695;33.323478296417804
0.039999999999937697;24.986782499461416
0.0499999999999377;19.983431546520688
0.0599999999999377;16.646752784257956
0.0699999999999377;14.262457885445022
0.07999999999993769;12.473402644996522
0.08999999999993769;11.08117357861926
0.09999999999993768;9.96672256224608
0.10999999999993768;9.054291668118465
0.11999999999993767;8.293375582806004
0.12999999999993767;7.649009063042726
0.13999999999993767;7.096216910471681
0.14999999999993768;6.61668395647384
0.1599999999999377;6.196673802669217
0.1699999999999377;5.825682123577983
0.1799999999999377;5.495538868379182
0.18999999999993772;5.1997371664946535
0.19999999999993773;4.933221168696545
0.20999999999993774;4.691765279013604
0.21999999999993775;4.471951713697397
0.22999999999993775;4.27095706190784
0.23999999999993776;4.086428457893096
0.24999999999993777;3.916389471839831
0.2599999999999378;3.75916771821335
0.2699999999999378;3.6133385511272174
0.2799999999999378;3.477680824984975
0.2899999999999378;3.3511418080868616
0.2999999999999378;3.2328091135096604
0.3099999999999378;3.1218880627141177
0.31999999999993783;3.0176832934707205
0.32999999999993784;2.9195837117938526
0.33999999999993785;2.827050099411988
0.34999999999993786;2.7396048456666673
0.35999999999993787;2.6567245208066304
0.3699999999999379;2.5782251090377795
0.3799999999999379;2.503671838807049
0.3899999999999379;2.4327606086179734
0.3999999999999379;2.3652177105902887
0.4099999999999379;2.300796123746082
0.4199999999999379;2.2392723368210765
0.42999999999993793;2.1804436143992003
0.43999999999993794;2.12412563584166
0.44999999999993795;2.070150449020188
0.45999999999993796;2.018364690949392
0.46999999999993797;1.9686280355671966
0.479999999999938;1.9208118355375474
0.489999999999938;1.8747979303578048
0.499999999999938;1.8304775974881102
0.509999999999938;1.787750626872158
0.519999999999938;1.7465245022389235
0.529999999999938;1.706713675082093
0.539999999999938;1.6682389193033669
0.549999999999938;1.631026756253197
0.559999999999938;1.5950089413692345
0.569999999999938;1.5601220048477267
0.579999999999938;1.5263068398265942
0.589999999999938;1.4935083324430833
0.599999999999938;1.4616750288805678
0.609999999999938;1.4307588351597216
0.619999999999938;1.4007147459770495
0.629999999999938;1.371500599363179
0.6399999999999381;1.343076854336791
0.6499999999999381;1.3154063890776415
0.6599999999999381;1.288477063326848
0.6699999999999381;1.2622122638262159
0.6799999999999381;1.2366022340622216
0.6899999999999381;1.2116178533498023
0.6999999999999381;1.1872316510614196
0.7099999999999381;1.163417690194851
0.7199999999999381;1.1401514606372718
0.7299999999999381;1.1174097811956694
0.7399999999999382;1.0951707095641787
0.7499999999999382;1.0734134594873608
0.7599999999999382;1.052118324456465
0.7699999999999382;1.0312666073445622
0.7799999999999382;1.0108405554474076
0.7899999999999382;0.9908233004508007
0.7999999999999382;0.9711988028932143
0.8099999999999382;0.9519518007349714
0.8199999999999382;0.9330677616832161
0.8299999999999382;0.9145328389556889
0.8399999999999382;0.8963338301965345
0.8499999999999382;0.87845813928431
0.8599999999999383;0.8608937407965659
0.8699999999999383;0.8436291469169956
0.8799999999999383;0.8266533765906225
0.8899999999999383;0.8099559267499419
0.8999999999999383;0.7935267454506993
0.9099999999999383;0.7773562067701302
0.9199999999999383;0.7614350873332907
0.9299999999999383;0.7457545443446432
0.9399999999999383;0.7303060950125334
0.9499999999999383;0.7150815972635943
0.9599999999999383;0.7000732316527459
0.9699999999999384;0.6852734843821687
0.9799999999999384;0.6706751313497378
0.9899999999999384;0.6562712231537634
0.9999999999999384;0.6420550709867914
1.0099999999999383;0.6280202333564553
1.0199999999999383;0.6141605035762843
1.0299999999999383;0.6004698979737516
1.0399999999999383;0.586942644766907
1.0499999999999383;0.5737373778366358
1.0599999999999383;0.5605276684359239
1.0699999999999383;0.5474654849705444
1.0799999999999383;0.5345458172705412
1.0899999999999384;0.5217638205553066
1.0999999999999384;0.5091148075082704
1.1099999999999384;0.496594240768132
1.1199999999999384;0.48419772581018916
1.1299999999999384;0.47192100419319866
1.1399999999999384;0.45975994714888785
1.1499999999999384;0.44771054949283606
1.1599999999999384;0.4357689238368657
1.1699999999999384;0.4239312950844569
1.1799999999999384;0.4121939951918943
1.1899999999999384;0.4005534581790336
1.1999999999999384;0.38900621537460395
1.2099999999999385;0.3775488908819534
1.2199999999999385;0.3661781972520339
1.2299999999999385;0.3548909313512695
1.2399999999999385;0.34368397041271304
1.2499999999999385;0.33255426825962736
1.2599999999999385;0.3214914031196932
1.2699999999999385;0.31050711679672893
1.2799999999999385;0.2995913780864366
1.2899999999999385;0.2887414139253672
1.2999999999999385;0.2779545113536331
1.3099999999999385;0.2672280145896663
1.3199999999999386;0.25655932221815037
1.3299999999999386;0.24594588448442045
1.3399999999999386;0.23538520068902266
1.3499999999999386;0.22487481667646944
1.3599999999999386;0.21441232241252642
1.3699999999999386;0.20399534964467045
1.3799999999999386;0.19362156964063906
1.3899999999999386;0.18328869100022732
1.3999999999999386;0.17299445753575682
1.4099999999999386;0.16273664621681183
1.4199999999999386;0.15251306517510152
1.4299999999999387;0.14232155176542496
1.4399999999999387;0.13215997067896842
1.4499999999999387;0.12202621210524522
1.4599999999999387;0.11191818993920617
1.4699999999999387;0.10183384003012681
1.4799999999999387;0.09177111846905427
1.4899999999999387;0.08172799991166883
1.4999999999999387;0.07170247593354653
1.5099999999999387;0.06169255341489299
1.5199999999999387;0.05169625295190426
1.5299999999999387;0.04171160729199476
1.5399999999999388;0.03173665979019025
1.5499999999999388;0.021769462884055152
1.5599999999999388;0.011808076584566757
1.5699999999999388;0.0018505729130654602
1.5799999999999388;-0.01022197600143447
1.5899999999999388;-0.020182600974469812
1.5999999999999388;-0.030148718163834045
1.6099999999999388;-0.04012226628877413
1.6199999999999388;-0.050105191319863025
1.6299999999999388;-0.060099447984281476
1.6399999999999388;-0.0701070012861866
1.6499999999999388;-0.08012982804472811
1.6599999999999389;-0.09016991845235212
1.6699999999999389;-0.10022927765603594
1.6799999999999389;-0.11030992736420883
1.6899999999999389;-0.12041390748214854
1.699999999999939;-0.13054327777877706
1.709999999999939;-0.14070011958780038
1.719999999999939;-0.150886537546303
1.729999999999939;-0.16110466137396748
1.739999999999939;-0.17135664769624653
1.749999999999939;-0.18164468191492442
1.759999999999939;-0.19197098012964744
1.769999999999939;-0.20233779111417408
1.779999999999939;-0.21274739835123826
1.789999999999939;-0.22320212213013663
1.799999999999939;-0.2337043217112904
1.809999999999939;-0.24425639756231154
1.819999999999939;-0.2548607936702712
1.829999999999939;-0.2655199999351569
1.839999999999939;-0.2762365546497272
1.849999999999939;-0.287013047071309
1.859999999999939;-0.29785212009133605
1.869999999999939;-0.30875647300879583
1.879999999999939;-0.3197288644140848
1.889999999999939;-0.33077211519015454
1.899999999999939;-0.3418891116382605
1.909999999999939;-0.35308280873604136
1.919999999999939;-0.3643562335361464
1.929999999999939;-0.375726403377318
1.939999999999939;-0.3871699913961106
1.9499999999999391;-0.39870296852137105
1.9599999999999391;-0.41032869599941535
1.9699999999999391;-0.42205062724671394
1.9799999999999391;-0.4338723123467831
1.9899999999999392;-0.4457974027659043
1.9999999999999392;-0.4578296563016165
2.009999999999939;-0.46997294227888453
2.0199999999999387;-0.4822312470099234
2.0299999999999385;-0.4946086795347335
2.0399999999999383;-0.5071094776606827
2.049999999999938;-0.519738014320761
2.059999999999938;-0.5324988042715684
2.0699999999999377;-0.5453965111536744
2.0799999999999375;-0.5584359549386657
2.0899999999999372;-0.5716221197890187
2.099999999999937;-0.5848019071951216
2.109999999999937;-0.5983039689269252
2.1199999999999366;-0.6119684904015434
2.1299999999999364;-0.625801211932544
2.139999999999936;-0.6398080841287349
2.149999999999936;-0.6539952789226997
2.1599999999999357;-0.6683692012614767
2.1699999999999355;-0.682936501507517
2.1799999999999353;-0.6977040886020244
2.189999999999935;-0.7126791440471865
2.199999999999935;-0.727869136768536
2.2099999999999347;-0.7432818389239949
2.2199999999999345;-0.7589253427318693
2.2299999999999343;-0.7748080783964229
2.239999999999934;-0.7909388332166177
2.249999999999934;-0.8073267719712782
2.2599999999999336;-0.8239814586823965
2.2699999999999334;-0.8409128798676164
2.279999999999933;-0.8581314694032535
2.289999999999933;-0.8756481351305938
2.2999999999999328;-0.8934742873508109
2.3099999999999326;-0.9116218693678761
2.3199999999999323;-0.9301033902542728
2.329999999999932;-0.9489319600316392
2.339999999999932;-0.9681213274775696
2.3499999999999317;-0.9876859207912089
2.3599999999999315;-1.007640891374055
2.3699999999999313;-1.0280021610089898
2.379999999999931;-1.0487864727502976
2.389999999999931;-1.0700114458707384
2.3999999999999306;-1.0916956352490648
2.4099999999999304;-1.1138585956233507
2.41999999999993;-1.1365209511826322
2.42999999999993;-1.1597044710225737
2.43999999999993;-1.1834321510507615
2.4499999999999296;-1.2077283029950958
2.4599999999999294;-1.2326186512454085
2.469999999999929;-1.258130438345533
2.479999999999929;-1.284292540051866
2.4899999999999287;-1.3111355909870586
2.4999999999999285;-1.3386921220457533
2.5099999999999283;-1.366996710855988
